Maximum depth,Initial radius,Photons per iteration,Work unit granularity,Russian roulette start depth,Size reduction parameter,Samples per pixel,Effective dimension,filter,filter parameters,PSNR
6,2,250000,1,5,0.7,4,4,gaussian,"0.5",38.1175
6,3,250000,1,5,0.7,4,4,gaussian,"0.5",38.461
6,4,250000,1,5,0.7,4,4,gaussian,"0.5",38.6349
6,5,250000,1,5,0.7,4,4,gaussian,"0.5",38.6878
