Maximum depth,Initial radius,Photons per iteration,Work unit granularity,Russian roulette start depth,Size reduction parameter,Samples per pixel,Effective dimension,filter,filter parameters,PSNR
6,1,250000,1,4,0.7,4,4,gaussian,"0.5",36.9673
6,1,250000,1,3,0.7,4,4,gaussian,"0.5",37.1923
6,1,250000,1,2,0.7,4,4,gaussian,"0.5",37.315
6,1,250000,1,1,0.7,4,4,gaussian,"0.5",37.3259
6,1,250000,1,0,0.7,4,4,gaussian,"0.5",37.2886
6,1,250000,1,-1,0.7,4,4,gaussian,"0.5",37.3272
